"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.501916,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.083068,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.436846,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q4",0.702837,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.993843,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.154239,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.969908,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.767893,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.792236,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.453631,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.332297,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.668054,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.624253,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.202602,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q3",-0.12271,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q4",-0.147991,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.159396,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.155449,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.240502,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.351518,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.669638,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.339903,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.396523,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q4",0.580016,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.566186,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.110719,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.444685,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.099841,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.411598,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.37979,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.673207,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.352496,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.365463,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.61761,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.147061,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.646117,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q1",0.827201,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.308285,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.870915,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.127632,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.115985,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q2",-0.093929,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.036667,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.148468,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.282041,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q2",2.381556,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q3",-0.705039,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.638803,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.048184,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.496058,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.065203,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.045736,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.321543,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.223182,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.802908,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q4",-0.224282,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.35813,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.984089,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.33968,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.166005,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.876019,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.699634,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.298469,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q4",3.781683,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.921754,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.219275,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.755272,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.497512,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.997701,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-1.303955,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.063867,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.651596,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.932984,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.006775,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.203187,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.376846,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.827092,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.219253,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.793995,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.374223,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q1",1.06572,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.691047,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.477478,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.702702,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.645924,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.635682,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.973659,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.39978,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.108733,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.973002,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.981185,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.446939,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.96039,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.81955,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.167538,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.049653,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.812631,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.50224,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.200006,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.174208,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.592701,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.235239,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.075174,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.110026,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.996759,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.791692,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.003215,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.700962,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.572627,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.750449,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.605306,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.750685,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.988909,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.675328,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.686729,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.030563,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.602963,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.782473,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.999967,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.620603,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.00916,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.019273,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.952149,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.039855,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.086413,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.041663,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.990289,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.947421,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.024152,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.811381,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.808112,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.863823,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.454051,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.054282,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.75245,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.011826,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.597499,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.968705,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.30964,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.063161,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.299645,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.188294,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.041066,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.001109,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.401978,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.4838,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.352955,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.523819,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.957927,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.942109,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.730087,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.980866,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.354002,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.068545,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.076431,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.283601,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.431434,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.402318,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.590392,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.740407,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.955071,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.777304,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.931967,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.839487,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.768545,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.832019,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.689447,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.685449,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.804235,"P"
"KOR","QGDP","TOT","PC_CHGPP","A","1961",6.882231,
"KOR","QGDP","TOT","PC_CHGPP","A","1962",3.838708,
"KOR","QGDP","TOT","PC_CHGPP","A","1963",9.190354,
"KOR","QGDP","TOT","PC_CHGPP","A","1964",9.459741,
"KOR","QGDP","TOT","PC_CHGPP","A","1965",7.183344,
"KOR","QGDP","TOT","PC_CHGPP","A","1966",11.983762,
"KOR","QGDP","TOT","PC_CHGPP","A","1967",9.116943,
"KOR","QGDP","TOT","PC_CHGPP","A","1968",13.188511,
"KOR","QGDP","TOT","PC_CHGPP","A","1969",14.541344,
"KOR","QGDP","TOT","PC_CHGPP","A","1970",9.997138,
"KOR","QGDP","TOT","PC_CHGPP","A","1971",10.454545,
"KOR","QGDP","TOT","PC_CHGPP","A","1972",7.150992,
"KOR","QGDP","TOT","PC_CHGPP","A","1973",14.827286,
"KOR","QGDP","TOT","PC_CHGPP","A","1974",9.460884,
"KOR","QGDP","TOT","PC_CHGPP","A","1975",7.863519,
"KOR","QGDP","TOT","PC_CHGPP","A","1976",13.115263,
"KOR","QGDP","TOT","PC_CHGPP","A","1977",12.277661,
"KOR","QGDP","TOT","PC_CHGPP","A","1978",10.774564,
"KOR","QGDP","TOT","PC_CHGPP","A","1979",8.625627,
"KOR","QGDP","TOT","PC_CHGPP","A","1980",-1.701336,
"KOR","QGDP","TOT","PC_CHGPP","A","1981",7.180511,
"KOR","QGDP","TOT","PC_CHGPP","A","1982",8.265078,
"KOR","QGDP","TOT","PC_CHGPP","A","1983",13.242004,
"KOR","QGDP","TOT","PC_CHGPP","A","1984",10.442864,
"KOR","QGDP","TOT","PC_CHGPP","A","1985",7.749692,
"KOR","QGDP","TOT","PC_CHGPP","A","1986",11.224086,
"KOR","QGDP","TOT","PC_CHGPP","A","1987",12.467266,
"KOR","QGDP","TOT","PC_CHGPP","A","1988",11.904719,
"KOR","QGDP","TOT","PC_CHGPP","A","1989",7.029682,
"KOR","QGDP","TOT","PC_CHGPP","A","1990",9.811232,
"KOR","QGDP","TOT","PC_CHGPP","A","1991",10.353978,
"KOR","QGDP","TOT","PC_CHGPP","A","1992",6.175462,
"KOR","QGDP","TOT","PC_CHGPP","A","1993",6.846808,
"KOR","QGDP","TOT","PC_CHGPP","A","1994",9.206121,
"KOR","QGDP","TOT","PC_CHGPP","A","1995",9.570587,
"KOR","QGDP","TOT","PC_CHGPP","A","1996",7.594526,
"KOR","QGDP","TOT","PC_CHGPP","A","1997",5.922171,
"KOR","QGDP","TOT","PC_CHGPP","A","1998",-5.471192,
"KOR","QGDP","TOT","PC_CHGPP","A","1999",11.308605,
"KOR","QGDP","TOT","PC_CHGPP","A","2000",8.924413,
"KOR","QGDP","TOT","PC_CHGPP","A","2001",4.525319,
"KOR","QGDP","TOT","PC_CHGPP","A","2002",7.432434,
"KOR","QGDP","TOT","PC_CHGPP","A","2003",2.933207,
"KOR","QGDP","TOT","PC_CHGPP","A","2004",4.899852,
"KOR","QGDP","TOT","PC_CHGPP","A","2005",3.923687,
"KOR","QGDP","TOT","PC_CHGPP","A","2006",5.176134,
"KOR","QGDP","TOT","PC_CHGPP","A","2007",5.463406,
"KOR","QGDP","TOT","PC_CHGPP","A","2008",2.829214,
"KOR","QGDP","TOT","PC_CHGPP","A","2009",0.707518,
"KOR","QGDP","TOT","PC_CHGPP","A","2010",6.496794,
"KOR","QGDP","TOT","PC_CHGPP","A","2011",3.681696,
"KOR","QGDP","TOT","PC_CHGPP","A","2012",2.292382,
"KOR","QGDP","TOT","PC_CHGPP","A","2013",2.89622,
"KOR","QGDP","TOT","PC_CHGPP","A","2014",3.341448,
"KOR","QGDP","TOT","PC_CHGPP","A","2015",2.790222,
"KOR","QGDP","TOT","PC_CHGPP","A","2016",2.827729,
"MEX","QGDP","TOT","PC_CHGPY","Q","1961-Q1",4.01356,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1961-Q2",3.968465,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1961-Q3",3.982714,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1961-Q4",4.052759,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1962-Q1",4.120105,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1962-Q2",4.186414,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1962-Q3",4.593796,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1962-Q4",5.353576,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1963-Q1",6.096019,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1963-Q2",6.81321,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1963-Q3",7.815201,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1963-Q4",9.0939,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1964-Q1",10.312367,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1964-Q2",11.502869,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1964-Q3",11.228236,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1964-Q4",9.526078,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1965-Q1",7.932758,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1965-Q2",6.422489,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.770325,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1965-Q4",5.94148,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1966-Q1",6.103648,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1966-Q2",6.263108,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1966-Q3",6.239657,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1966-Q4",6.028594,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1967-Q1",5.827578,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1967-Q2",5.632259,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1967-Q3",5.833421,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1967-Q4",6.441396,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q1",7.029301,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q2",7.606983,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q3",7.540692,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q4",6.834904,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q1",6.164891,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q2",5.510474,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q3",5.479422,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q4",6.069005,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q1",6.629729,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q2",7.181341,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q3",6.853289,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q4",5.628724,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q1",4.462872,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q2",3.34155,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q3",3.596276,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q4",5.276771,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q1",6.927997,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q2",8.549659,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q3",9.294405,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q4",9.130327,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q1",8.968921,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q2",8.808347,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q3",8.344813,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q4",7.565879,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q1",6.817829,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q2",6.113171,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q3",5.765248,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q4",5.779069,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q1",5.794446,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q2",5.80736,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q3",5.621372,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q4",5.231911,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q1",4.856797,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q2",4.500615,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q3",4.065832,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q4",3.561168,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q1",3.082237,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q2",2.60036,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q3",3.185989,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q4",4.878946,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q1",6.536367,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q2",8.163618,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q3",9.06114,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q4",9.181234,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q1",9.284451,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q2",9.392879,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q3",9.214405,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q4",8.749299,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q1",9.274204,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q2",7.606767,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q3",7.699434,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q4",8.732685,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q1",8.165444,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q2",10.248938,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q3",8.483373,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q4",7.319118,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q1",2.952408,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q2",0.505059,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-0.736685,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q4",-4.623493,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q1",-3.468731,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q2",-5.553619,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q3",-4.079716,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q4",-0.79952,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q1",2.69785,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q2",3.262565,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q3",4.892368,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q4",2.785532,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q1",1.8543,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q2",3.286315,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q3",1.474999,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q4",2.099228,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q1",-1.66809,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q2",-1.950428,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q3",-4.409441,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q4",-4.410904,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q1",-1.949127,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q2",1.111442,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q3",3.178231,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q4",4.710846,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q1",3.385812,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q2",0.309399,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q3",0.325794,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q4",1.102862,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q1",3.697688,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q2",4.071222,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q3",5.880558,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q4",2.896988,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q1",3.200575,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q2",5.399555,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q3",4.882214,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q4",7.160126,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q1",5.16884,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q2",4.51049,"E"
